"REF_DATE","GEO","DGUID","Number of residential properties owned","Immigration status","Other immigration characteristics","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Sponsored spouse or partner","Median of total assessment value","Dollars","81","units","0","v1340310554","92.2.2.17.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Sponsored spouse or partner","Median family total income","Dollars","81","units","0","v1340310556","92.2.2.17.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Sponsored spouse or partner","Median age of property owners","Years","308","units","0","v1340310548","92.2.2.17.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other family sponsorship admission category","Number of property owners","Number","223","units","0","v1340310560","92.2.2.18.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other family sponsorship admission category","Median of total assessment value","Dollars","81","units","0","v1340310565","92.2.2.18.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other family sponsorship admission category","Median family total income","Dollars","81","units","0","v1340310567","92.2.2.18.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other family sponsorship admission category","Median age of property owners","Years","308","units","0","v1340310559","92.2.2.18.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Government-assisted refugee","Number of property owners","Number","223","units","0","v1340310571","92.2.2.19.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Government-assisted refugee","Median of total assessment value","Dollars","81","units","0","v1340310576","92.2.2.19.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Government-assisted refugee","Median family total income","Dollars","81","units","0","v1340310578","92.2.2.19.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Government-assisted refugee","Median age of property owners","Years","308","units","0","v1340310570","92.2.2.19.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Privately sponsored refugee","Number of property owners","Number","223","units","0","v1340310582","92.2.2.20.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Privately sponsored refugee","Median of total assessment value","Dollars","81","units","0","v1340310587","92.2.2.20.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Privately sponsored refugee","Median family total income","Dollars","81","units","0","v1340310589","92.2.2.20.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Privately sponsored refugee","Median age of property owners","Years","308","units","0","v1340310581","92.2.2.20.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Protected refugee in Canada","Number of property owners","Number","223","units","0","v1340310593","92.2.2.21.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Protected refugee in Canada","Median of total assessment value","Dollars","81","units","0","v1340310598","92.2.2.21.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Protected refugee in Canada","Median family total income","Dollars","81","units","0","v1340310600","92.2.2.21.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Protected refugee in Canada","Median age of property owners","Years","308","units","0","v1340310592","92.2.2.21.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other refugee admission category","Number of property owners","Number","223","units","0","v1340310604","92.2.2.22.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other refugee admission category","Median of total assessment value","Dollars","81","units","0","v1340310609","92.2.2.22.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other refugee admission category","Median family total income","Dollars","81","units","0","v1340310611","92.2.2.22.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other refugee admission category","Median age of property owners","Years","308","units","0","v1340310603","92.2.2.22.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other admission category","Number of property owners","Number","223","units","0","v1340310615","92.2.2.23.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other admission category","Median of total assessment value","Dollars","81","units","0","v1340310620","92.2.2.23.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other admission category","Median family total income","Dollars","81","units","0","v1340310622","92.2.2.23.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Other admission category","Median age of property owners","Years","308","units","0","v1340310614","92.2.2.23.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Number of property owners","Number","223","units","0","v1340310626","92.2.2.24.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median of total assessment value","Dollars","81","units","0","v1340310631","92.2.2.24.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median family total income","Dollars","81","units","0","v1340310633","92.2.2.24.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median age of property owners","Years","308","units","0","v1340310625","92.2.2.24.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Unspecified admission category","Number of property owners","Number","223","units","0","v1340310428","92.2.2.25.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Unspecified admission category","Median of total assessment value","Dollars","81","units","0","v1340310433","92.2.2.25.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Unspecified admission category","Median family total income","Dollars","81","units","0","v1340310435","92.2.2.25.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Unspecified admission category","Median age of property owners","Years","308","units","0","v1340310427","92.2.2.25.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","America","Number of property owners","Number","223","units","0","v1340310659","92.2.2.28.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","America","Median of total assessment value","Dollars","81","units","0","v1340310664","92.2.2.28.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","America","Median family total income","Dollars","81","units","0","v1340310666","92.2.2.28.8","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","America","Median age of property owners","Years","308","units","0","v1340310658","92.2.2.28.10","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Europe","Number of property owners","Number","223","units","0","v1340310670","92.2.2.29.11","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Europe","Median of total assessment value","Dollars","81","units","0","v1340310675","92.2.2.29.6","","..","","","0"
"2020","Newfoundland and Labrador","2016A000210","Single-property owner","Immigrant","Europe","Median family total income","Dollars","81","units","0","v1340310677","92.2.2.29.8","","..","","","0"
